pattern,q_label,n_abnormal_days,avg_rel_to_baseline,current_window_max_up_pct,current_window_max_down_pct,current_window_max_abs_pct,abn_next_day_max_up_pct,baseline_next_day_max_up_pct,excess_next_day_max_up_pct,excess_sd_next_day_max_up_pct,excess_t_next_day_max_up_pct,excess_p_next_day_max_up_pct,global_future_max_up_pct,abn_next_day_max_down_pct,baseline_next_day_max_down_pct,excess_next_day_max_down_pct,excess_sd_next_day_max_down_pct,excess_t_next_day_max_down_pct,excess_p_next_day_max_down_pct,global_future_max_down_pct,abn_next_day_max_abs_pct,baseline_next_day_max_abs_pct,excess_next_day_max_abs_pct,excess_sd_next_day_max_abs_pct,excess_t_next_day_max_abs_pct,excess_p_next_day_max_abs_pct,global_future_max_abs_pct
trade_volume_above_mid,90,150,2.5195728529229133,12.161725170237734,7.948414553346976,14.41587679152955,1.6272521638554684,7.57230123224773,-5.945049068392262,25.627824273144,-2.8411184184351046,0.005125326223208956,2.829006180240371,-1.2842792161174816,4.631961942770281,-5.916241158887763,23.372433135302515,-3.1001847241651475,0.0023131019083425072,0.21138998903589354,3.4465276581944635,8.569094595915997,-5.122566937721533,25.65303896604158,-2.4456508227503218,0.015624072907929294,3.9649234321402447
trade_volume_above_mid,95,105,2.9488213290538083,16.50737181155744,11.850093393368864,19.20852086026459,1.5888565333215736,7.3363114815948185,-5.747454948273245,23.411239751854602,-2.51562448246088,0.013411683627925894,2.829006180240371,-1.2854964251517715,4.377112170575515,-5.662608595727286,21.415203407963737,-2.7094989658486917,0.007882295910076617,0.21138998903589354,3.4210725078656385,8.419309900751607,-4.99823739288597,23.250793303722787,-2.2027933332184526,0.029816419474310837,3.9649234321402447
trade_volume_above_mid,99,68,3.405093352929056,24.516494840524505,18.927832925185623,28.00603619728693,2.285134450142183,7.526138637265299,-5.241004187123117,23.171091353567103,-1.865187402533492,0.06653477364788588,2.829006180240371,-0.8801566997488538,4.452743448048781,-5.332900147797635,21.09255344181329,-2.0849169031050616,0.04089072905316086,0.21138998903589354,3.6009626441939195,8.759339892095866,-5.158377247901947,22.983640444842372,-1.850754174555094,0.06861375456838345,3.9649234321402447
trade_volume_at_mid,90,155,2.398873722177356,11.582299183538503,7.466790615422925,14.00074394201111,1.356525845809793,7.758505632564732,-6.401979786754941,26.28919906107297,-3.031815666513474,0.00285290339327151,2.829006180240371,-1.429420952172111,4.794262358570812,-6.223683310742922,24.06769515343136,-3.219428859077121,0.0015666829116981684,0.21138998903589354,3.029555919033203,8.846430415641798,-5.8168744966085955,26.562970782456617,-2.7263329862451737,0.007146999245072492,3.9649234321402447
trade_volume_at_mid,95,107,2.7441060552925536,15.911596263494689,11.495707106371748,18.691937220586393,1.1476685525835015,6.8427089963760785,-5.695040443792577,22.87633770663856,-2.575148049221149,0.011398506426511173,2.829006180240371,-1.6042109932966162,3.944430658210632,-5.548641651507247,20.805528320693238,-2.7586704192859215,0.006837766197946121,0.21138998903589354,2.909757159735973,7.933122196717482,-5.023365036981508,23.343868837236563,-2.2259417386251066,0.028134616391446272,3.9649234321402447
trade_volume_at_mid,99,61,3.226452191096108,1.6352032585894922,-1.9330161461992823,5.650194880295916,1.3281650841194124,4.193481034069542,-2.8653159499501295,16.41588350040875,-1.3632426770640118,0.17789991761103507,2.829006180240371,-1.562730419322778,1.5467092759425574,-3.1094396952653347,14.93410481329836,-1.6261771747156804,0.10915336026018128,0.21138998903589354,3.1314625380700813,5.325519215821967,-2.194056677751885,16.88079544660283,-1.0151257688381652,0.31412198608116254,3.9649234321402447
trade_volume_below_mid,90,157,2.4457240464158003,11.32892395675425,7.146524077793109,13.815645831797399,1.5390753362414689,7.196206480917352,-5.657131144675883,26.034581621899083,-2.7226729087806154,0.007213093474524214,2.829006180240371,-1.5039912595521974,4.334686799631239,-5.838678059183437,23.94310369889946,-3.055511403706384,0.002643418772518907,0.21138998903589354,3.4602508032846515,8.152223133774365,-4.691972330489713,25.816594567375176,-2.2772269456677545,0.02413153792964828,3.9649234321402447
trade_volume_below_mid,95,116,2.724155779939531,14.676777470780193,10.12937779668415,17.602328911289195,1.6188860198647448,8.070982702342574,-6.452096682477828,27.690216661632647,-2.509594230431005,0.013478697362563062,2.829006180240371,-1.5103414095687244,5.134454796559445,-6.64479620612817,25.413126520081107,-2.816129109619534,0.005721465304597211,0.21138998903589354,3.680393366876696,9.046736225474568,-5.366342858597873,27.36412071209129,-2.1121556222611972,0.03683733406631096,3.9649234321402447
trade_volume_below_mid,99,79,3.084178075715075,20.953870662366327,15.888994925033387,24.25542280689292,2.0397631723861016,7.732749904825121,-5.69298673243902,26.081369508820785,-1.9400964690908216,0.055982380152200056,2.829006180240371,-1.0387590568509235,4.875609396800117,-5.914368453651042,24.00897338417413,-2.189517053917001,0.031548687920286554,0.21138998903589354,3.8114833250034286,8.73492073707453,-4.923437412071101,25.76310961619242,-1.6985709245466662,0.09338590115562534,3.9649234321402447
