frequency,drift_sign,grouping_scheme,group_value,horizon,count,mean_current_mu_hat,se_current_mu_hat,mean_current_sigma_hat,se_current_sigma_hat,mean_future_mu_hat,se_future_mu_hat,mean_future_sigma_hat,se_future_sigma_hat,mean_expected_cum_bps,se_expected_cum_bps,mean_realized_cum_bps,se_realized_cum_bps,mean_realized_max_up_bps,se_realized_max_up_bps,mean_realized_max_down_bps,se_realized_max_down_bps,mean_realized_max_abs_bps,se_realized_max_abs_bps
daily,detectable_downward_drift,exclusive_location,above_mid_only,1,1,-0.0030001406159809413,,0.038190405140253555,,-0.04709553159022573,,0.026993554779756332,,-29.95644691382305,,88.42596017877736,,88.42596017877736,,0.0,,88.42596017877736,
daily,detectable_downward_drift,exclusive_location,above_mid_only,2,1,-0.0030001406159809413,,0.038190405140253555,,-0.015660114060811026,,0.02638139852122421,,-59.82315495647603,,-154.41983747560784,,88.42596017877736,,-154.41983747560784,,154.41983747560784,
daily,detectable_downward_drift,exclusive_location,above_mid_only,3,1,-0.0030001406159809413,,0.038190405140253555,,-0.018953612579454493,,0.02447788327440167,,-89.60039295373197,,-170.44150802477787,,88.42596017877736,,-170.44150802477787,,170.44150802477787,
daily,detectable_downward_drift,exclusive_location,above_mid_only,4,1,-0.0030001406159809413,,0.038190405140253555,,-0.025151129338355727,,0.022571130422594843,,-119.2884289260574,,-389.80853884727827,,88.42596017877736,,-389.80853884727827,,389.80853884727827,
daily,detectable_downward_drift,exclusive_location,above_mid_only,5,1,-0.0030001406159809413,,0.038190405140253555,,-0.0225754995976871,,0.0222607835427907,,-148.88753009102481,,-777.5709074165593,,88.42596017877736,,-777.5709074165593,,777.5709074165593,
daily,detectable_downward_drift,exclusive_location,above_mid_only,6,1,-0.0030001406159809413,,0.038190405140253555,,-0.024292083795584674,,0.023277427501243057,,-178.3979628657176,,-819.9824258401267,,88.42596017877736,,-819.9824258401267,,819.9824258401267,
daily,detectable_downward_drift,exclusive_location,above_mid_only,7,1,-0.0030001406159809413,,0.038190405140253555,,-0.019491421084357596,,0.02342222768840436,,-207.8199928691286,,-1149.7959360681764,,88.42596017877736,,-1149.7959360681764,,1149.7959360681764,
daily,detectable_downward_drift,exclusive_location,above_mid_only,8,1,-0.0030001406159809413,,0.038190405140253555,,-0.007616369519101163,,0.03330120411372514,,-237.1538849245501,,-944.1538457542086,,88.42596017877736,,-1149.7959360681764,,1149.7959360681764,
daily,detectable_downward_drift,exclusive_location,above_mid_only,9,1,-0.0030001406159809413,,0.038190405140253555,,-0.007543172064956731,,0.03203000920777935,,-266.3999030619583,,-401.8269019534004,,88.42596017877736,,-1149.7959360681764,,1149.7959360681764,
daily,detectable_downward_drift,exclusive_location,above_mid_only,10,1,-0.0030001406159809413,,0.038190405140253555,,-0.003812120530582952,,0.031313893071090566,,-295.558310520389,,-352.896990611562,,88.42596017877736,,-1149.7959360681764,,1149.7959360681764,
daily,detectable_downward_drift,exclusive_location,none,1,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.00027647059444853577,0.0023397864439539183,0.01657134213231151,0.001129384189674801,-39.0315198035606,2.4050896947649205,6.6370253682242515,17.640124105380238,90.80529831549812,10.621517730910197,-84.16827294727386,10.198050751462555,174.97357126277197,11.066154599574071
daily,detectable_downward_drift,exclusive_location,none,2,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.008677199488717532,0.008623808621862149,0.030442566764471983,0.010949890692683251,-77.81698545897783,4.785462264844707,11.674836506089594,29.049632440171855,166.24060662468582,16.974155204421223,-160.01644037024062,17.367679578847863,314.45902587008845,17.3263568833426
daily,detectable_downward_drift,exclusive_location,none,3,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.0060362925498578905,0.005594355733200252,0.030237915036548692,0.009246458838227965,-116.35832076174123,7.141400210642173,890.0919592139901,871.4767691046352,1097.5672828901027,869.7065729148844,-217.47807424464384,21.586244145166482,1284.753751951213,868.5383100995043
daily,detectable_downward_drift,exclusive_location,none,4,163,-0.00391551925356978,0.00024175433771194468,0.023717697868404837,0.000755198956832983,0.00453159888090037,0.004133668935088046,0.029697864718888408,0.008123709414087953,-154.65743208013367,9.473182266196334,836.4732721128083,804.7684253672463,1150.8058570614967,869.4670569887443,-255.65956356758412,23.95020387648714,1362.0985885984585,868.111334715875
